fname,frame_no,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,label
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,150.0,1607.0,423.0,1664.0,418.0,2332.0,94.0,1692.0,234.0,,,1706.0,225.0,1706.0,234.0,,,,,,,2062.0,531.0,2190.0,513.0,,,2048.0,535.0,1692.0,418.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,165.0,2232.0,130.0,2247.0,153.0,2332.0,94.0,,,,,2218.0,144.0,2204.0,130.0,2204.0,121.0,2346.0,112.0,,,2048.0,531.0,2346.0,108.0,,,2048.0,531.0,1678.0,418.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,180.0,,,2204.0,207.0,2247.0,522.0,1692.0,234.0,,,1706.0,225.0,1706.0,234.0,,,2360.0,112.0,,,2048.0,531.0,2360.0,108.0,,,2048.0,531.0,2232.0,202.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,195.0,2304.0,369.0,2275.0,391.0,1692.0,414.0,1706.0,229.0,,,1635.0,418.0,,,,,2346.0,112.0,2161.0,544.0,2048.0,531.0,2375.0,108.0,2161.0,540.0,2048.0,531.0,1664.0,423.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,210.0,1607.0,423.0,2275.0,396.0,1635.0,418.0,1706.0,229.0,,,2304.0,391.0,1706.0,234.0,,,,,,,2232.0,513.0,2375.0,108.0,2062.0,351.0,2048.0,373.0,1678.0,418.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,225.0,2289.0,135.0,2261.0,148.0,1706.0,225.0,1692.0,234.0,2232.0,126.0,2247.0,144.0,2232.0,135.0,2247.0,121.0,2389.0,108.0,,,2048.0,531.0,2375.0,108.0,,,2048.0,531.0,2275.0,157.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,240.0,2289.0,135.0,2275.0,153.0,1635.0,418.0,,,,,2247.0,144.0,2232.0,135.0,2247.0,126.0,,,,,,,1706.0,414.0,,,2048.0,531.0,2289.0,166.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,255.0,1607.0,423.0,2261.0,144.0,2247.0,144.0,2247.0,135.0,2261.0,126.0,2275.0,139.0,,,2261.0,126.0,2133.0,490.0,2232.0,522.0,2232.0,513.0,2104.0,495.0,2161.0,454.0,,,2133.0,513.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,270.0,2289.0,135.0,2289.0,153.0,2304.0,153.0,2275.0,139.0,,,2275.0,148.0,2261.0,139.0,2261.0,126.0,2346.0,175.0,,,2048.0,531.0,2318.0,180.0,2289.0,193.0,2048.0,531.0,2318.0,166.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,285.0,2289.0,135.0,2289.0,153.0,2247.0,522.0,2232.0,517.0,,,2261.0,153.0,2247.0,139.0,2261.0,126.0,2161.0,544.0,2104.0,540.0,2048.0,531.0,2147.0,540.0,2104.0,535.0,2048.0,531.0,2318.0,166.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,300.0,2275.0,130.0,1635.0,423.0,1635.0,418.0,2261.0,135.0,2261.0,126.0,1635.0,418.0,1706.0,234.0,1678.0,234.0,2161.0,544.0,,,2048.0,531.0,2389.0,108.0,,,2048.0,531.0,2318.0,166.0,normal
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,315.0,,,1635.0,423.0,1635.0,418.0,,,,,1635.0,418.0,,,,,2375.0,108.0,2247.0,522.0,,,2360.0,108.0,2247.0,522.0,,,2304.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,330.0,,,1635.0,423.0,1635.0,418.0,,,,,1635.0,418.0,1692.0,418.0,,,2161.0,544.0,,,2048.0,531.0,2147.0,540.0,2090.0,535.0,2048.0,531.0,1664.0,423.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,345.0,1607.0,423.0,1664.0,418.0,1635.0,423.0,2275.0,499.0,,,1635.0,418.0,,,,,2062.0,324.0,2090.0,297.0,2104.0,270.0,2048.0,324.0,2090.0,297.0,2104.0,265.0,2048.0,342.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,360.0,,,2289.0,499.0,1635.0,418.0,2232.0,184.0,,,2417.0,103.0,2417.0,108.0,,,2517.0,117.0,2460.0,130.0,,,2503.0,108.0,,,,,2460.0,117.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,375.0,2360.0,495.0,2304.0,486.0,2432.0,99.0,2232.0,297.0,2247.0,283.0,2275.0,486.0,1692.0,414.0,2318.0,499.0,2332.0,486.0,,,2247.0,283.0,2446.0,103.0,,,2247.0,279.0,2304.0,490.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,390.0,,,2289.0,445.0,2332.0,450.0,2332.0,450.0,2275.0,445.0,2289.0,445.0,2261.0,445.0,2247.0,441.0,2375.0,94.0,2332.0,121.0,,,2360.0,94.0,,,,,2318.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,405.0,2346.0,454.0,2289.0,445.0,2332.0,454.0,2318.0,450.0,2318.0,445.0,2275.0,445.0,2232.0,436.0,,,2318.0,436.0,2304.0,121.0,,,2346.0,94.0,,,,,2289.0,441.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,420.0,2332.0,400.0,2275.0,414.0,2261.0,414.0,2247.0,418.0,1763.0,400.0,1635.0,418.0,1692.0,414.0,,,2304.0,90.0,2190.0,414.0,2161.0,405.0,2304.0,85.0,2204.0,414.0,2161.0,405.0,2289.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,435.0,1607.0,423.0,1664.0,418.0,2161.0,423.0,2147.0,432.0,,,2133.0,418.0,2090.0,270.0,,,2275.0,90.0,,,,,2261.0,90.0,,,,,2133.0,427.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,450.0,2161.0,436.0,2119.0,436.0,2090.0,432.0,2076.0,450.0,2119.0,441.0,2104.0,427.0,2104.0,432.0,2119.0,441.0,2204.0,319.0,2076.0,445.0,2076.0,450.0,2090.0,445.0,,,,,2218.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,465.0,2147.0,445.0,1692.0,148.0,1692.0,144.0,2062.0,450.0,,,2218.0,112.0,1991.0,270.0,,,2133.0,90.0,,,,,2190.0,90.0,,,,,2161.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,480.0,2005.0,135.0,2119.0,436.0,1948.0,121.0,2062.0,450.0,,,2133.0,432.0,2147.0,427.0,,,2005.0,90.0,,,,,2062.0,99.0,,,,,2005.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,495.0,1934.0,121.0,1877.0,130.0,1905.0,139.0,1863.0,90.0,,,1834.0,126.0,2218.0,193.0,2204.0,193.0,1848.0,175.0,,,1720.0,225.0,1820.0,171.0,1749.0,243.0,,,1848.0,153.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,510.0,1792.0,517.0,1735.0,526.0,1749.0,130.0,1891.0,459.0,,,1720.0,517.0,2218.0,193.0,2204.0,198.0,1706.0,544.0,1735.0,540.0,1735.0,544.0,1664.0,540.0,,,,,1706.0,531.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,525.0,1749.0,544.0,1692.0,130.0,1649.0,135.0,1649.0,157.0,1692.0,157.0,1735.0,135.0,1749.0,148.0,,,1706.0,166.0,1692.0,175.0,,,1749.0,162.0,,,,,1706.0,535.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,540.0,1507.0,103.0,1507.0,135.0,1536.0,135.0,1777.0,517.0,,,1479.0,139.0,1507.0,162.0,2688.0,256.0,1607.0,180.0,,,,,1550.0,189.0,,,,,1550.0,162.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,555.0,1379.0,112.0,1422.0,99.0,1450.0,94.0,,,,,1393.0,103.0,1393.0,112.0,,,1550.0,108.0,,,,,1507.0,108.0,,,2204.0,193.0,1464.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,570.0,1635.0,409.0,1649.0,427.0,1294.0,94.0,,,,,1678.0,423.0,,,,,,,,,,,1137.0,396.0,1166.0,373.0,2204.0,193.0,1649.0,432.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,585.0,1607.0,418.0,1664.0,423.0,1024.0,292.0,1607.0,432.0,,,981.0,283.0,,,,,1137.0,355.0,1137.0,324.0,1109.0,301.0,1123.0,355.0,1123.0,324.0,1109.0,301.0,1223.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,600.0,,,1920.0,472.0,1464.0,99.0,,,,,1920.0,468.0,,,2204.0,198.0,1464.0,112.0,,,,,1493.0,108.0,,,2218.0,193.0,1436.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,615.0,,,1621.0,103.0,1621.0,103.0,,,,,1408.0,216.0,,,,,1479.0,207.0,,,,,1450.0,207.0,,,2204.0,193.0,1464.0,211.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,630.0,1820.0,490.0,1777.0,513.0,1777.0,513.0,,,,,1507.0,216.0,1792.0,508.0,2204.0,198.0,1820.0,117.0,,,,,1777.0,121.0,,,,,1749.0,112.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,645.0,,,1678.0,184.0,,,,,,,1635.0,193.0,,,2204.0,198.0,1848.0,103.0,,,,,1848.0,103.0,,,,,1792.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,660.0,1607.0,423.0,1678.0,418.0,1735.0,526.0,1749.0,531.0,,,1678.0,418.0,1749.0,202.0,1706.0,225.0,1820.0,400.0,1834.0,504.0,,,1763.0,508.0,1820.0,508.0,2218.0,193.0,1777.0,517.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,675.0,1607.0,423.0,1436.0,283.0,1450.0,283.0,2062.0,504.0,,,1436.0,279.0,1692.0,414.0,,,2275.0,108.0,,,1706.0,225.0,2247.0,103.0,,,,,2218.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,690.0,2176.0,490.0,2119.0,495.0,2005.0,229.0,2062.0,504.0,,,1962.0,220.0,2161.0,490.0,2147.0,495.0,2090.0,486.0,,,,,2090.0,486.0,,,,,2104.0,495.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,705.0,2232.0,436.0,2176.0,445.0,2147.0,90.0,2375.0,297.0,,,2119.0,99.0,,,,,2218.0,94.0,2048.0,288.0,,,2204.0,94.0,,,,,2176.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,720.0,2147.0,459.0,2147.0,445.0,2147.0,121.0,2360.0,292.0,,,2104.0,441.0,1706.0,409.0,,,2190.0,94.0,2062.0,274.0,2076.0,252.0,2232.0,90.0,2062.0,274.0,2076.0,252.0,2204.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,735.0,2261.0,405.0,2204.0,414.0,2204.0,418.0,2176.0,432.0,2190.0,427.0,2190.0,409.0,1692.0,166.0,,,2133.0,432.0,,,,,2289.0,85.0,,,,,2161.0,418.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,750.0,1607.0,423.0,1664.0,418.0,2204.0,90.0,1635.0,423.0,,,1649.0,418.0,2261.0,85.0,2289.0,117.0,2218.0,414.0,,,,,2261.0,85.0,,,,,2247.0,94.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,765.0,2147.0,432.0,2204.0,126.0,2147.0,423.0,2119.0,432.0,2119.0,432.0,2275.0,283.0,2133.0,427.0,2119.0,432.0,2204.0,85.0,,,2218.0,405.0,2104.0,418.0,,,2048.0,432.0,2119.0,423.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,780.0,2161.0,423.0,1664.0,418.0,2104.0,432.0,2048.0,436.0,2119.0,427.0,2119.0,427.0,1692.0,166.0,2104.0,432.0,2062.0,432.0,,,,,2062.0,432.0,,,,,2090.0,427.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,795.0,2176.0,117.0,2147.0,135.0,1692.0,234.0,2048.0,436.0,,,2062.0,432.0,2033.0,436.0,,,2133.0,427.0,,,2133.0,423.0,2161.0,90.0,,,2133.0,423.0,2090.0,432.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,810.0,1905.0,274.0,1920.0,301.0,1706.0,225.0,1820.0,468.0,,,1706.0,225.0,,,,,2062.0,94.0,,,,,2048.0,94.0,,,,,1891.0,459.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,825.0,1962.0,454.0,1905.0,459.0,1877.0,85.0,1848.0,94.0,,,1863.0,85.0,2218.0,193.0,2204.0,193.0,1834.0,166.0,,,1706.0,225.0,1806.0,166.0,1763.0,202.0,1706.0,225.0,1905.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,840.0,1948.0,459.0,1664.0,418.0,1934.0,454.0,1877.0,463.0,1877.0,463.0,1720.0,171.0,1877.0,459.0,1877.0,463.0,1706.0,531.0,,,,,1664.0,526.0,,,,,1706.0,517.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,855.0,,,1692.0,387.0,1706.0,112.0,,,,,1706.0,112.0,,,2204.0,198.0,1706.0,531.0,,,,,1678.0,531.0,,,,,1706.0,522.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,870.0,,,1592.0,144.0,1564.0,103.0,1678.0,135.0,,,1536.0,144.0,,,,,1564.0,103.0,,,,,1692.0,531.0,,,,,1706.0,522.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,885.0,1408.0,117.0,1664.0,517.0,1493.0,135.0,1621.0,526.0,1592.0,535.0,1649.0,517.0,1621.0,526.0,1592.0,535.0,1564.0,180.0,,,,,1493.0,189.0,,,2204.0,193.0,1479.0,162.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,900.0,1592.0,540.0,1365.0,99.0,1379.0,94.0,1607.0,436.0,,,1336.0,108.0,1336.0,121.0,,,1479.0,103.0,,,,,1450.0,108.0,,,2218.0,193.0,1408.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,915.0,,,1280.0,103.0,1294.0,99.0,,,,,1280.0,108.0,2218.0,193.0,2204.0,198.0,1408.0,103.0,1223.0,337.0,1223.0,315.0,1180.0,364.0,1223.0,337.0,2218.0,193.0,1336.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,930.0,,,1408.0,94.0,1450.0,94.0,1692.0,270.0,1706.0,234.0,1365.0,103.0,1351.0,117.0,,,1493.0,108.0,,,1564.0,544.0,1464.0,103.0,,,2204.0,193.0,1436.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,945.0,,,1450.0,198.0,1592.0,103.0,1777.0,391.0,2688.0,256.0,1422.0,202.0,1777.0,391.0,2688.0,256.0,1649.0,108.0,,,,,1678.0,103.0,,,2204.0,193.0,1635.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,960.0,1635.0,405.0,1592.0,418.0,1607.0,184.0,,,,,1550.0,207.0,1536.0,229.0,2204.0,198.0,1635.0,193.0,,,1578.0,544.0,1592.0,198.0,,,1592.0,544.0,1607.0,198.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,975.0,1962.0,490.0,1905.0,499.0,1664.0,513.0,1607.0,526.0,,,1720.0,198.0,1720.0,211.0,1706.0,229.0,1962.0,108.0,,,,,1763.0,189.0,,,,,1905.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,990.0,1962.0,490.0,1920.0,499.0,2005.0,90.0,1863.0,513.0,,,1962.0,99.0,1934.0,499.0,2204.0,198.0,2076.0,99.0,2048.0,139.0,2104.0,490.0,2048.0,99.0,,,2104.0,490.0,2005.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1005.0,2289.0,477.0,2232.0,472.0,1948.0,499.0,2247.0,481.0,2232.0,486.0,2232.0,463.0,,,,,1962.0,477.0,,,,,1920.0,468.0,,,,,1920.0,481.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1020.0,2147.0,490.0,2204.0,486.0,2247.0,486.0,2261.0,477.0,,,2190.0,486.0,2161.0,490.0,,,2247.0,477.0,2275.0,477.0,2261.0,477.0,2375.0,99.0,,,2261.0,477.0,2218.0,481.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1035.0,,,2218.0,445.0,2247.0,450.0,2275.0,450.0,,,2204.0,436.0,2161.0,427.0,2190.0,432.0,2247.0,472.0,2232.0,468.0,,,2218.0,468.0,,,,,2232.0,459.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1050.0,2261.0,441.0,2204.0,432.0,2247.0,441.0,2247.0,441.0,2190.0,432.0,2204.0,432.0,2161.0,427.0,2176.0,427.0,2318.0,279.0,2318.0,342.0,,,2247.0,279.0,,,,,2247.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1065.0,2247.0,445.0,2204.0,427.0,2247.0,423.0,1692.0,234.0,,,2176.0,432.0,2161.0,427.0,2133.0,400.0,2318.0,153.0,,,2133.0,391.0,2147.0,405.0,,,2133.0,391.0,2204.0,418.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1080.0,2247.0,396.0,2204.0,405.0,2204.0,400.0,2176.0,405.0,2133.0,405.0,2218.0,400.0,2289.0,103.0,2275.0,117.0,2161.0,409.0,2133.0,409.0,2119.0,414.0,2261.0,85.0,,,2119.0,414.0,2232.0,94.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1095.0,,,2218.0,400.0,2232.0,405.0,1692.0,234.0,,,2275.0,283.0,2204.0,85.0,,,2232.0,409.0,,,,,2190.0,85.0,,,,,2190.0,94.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1110.0,1706.0,220.0,1706.0,238.0,1692.0,234.0,2019.0,432.0,,,1720.0,234.0,2019.0,432.0,,,2119.0,90.0,2133.0,108.0,1991.0,261.0,2133.0,85.0,,,,,2048.0,427.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1125.0,2104.0,427.0,2062.0,423.0,1877.0,441.0,2019.0,432.0,,,2090.0,423.0,2019.0,432.0,,,2048.0,90.0,1877.0,288.0,1920.0,256.0,2062.0,90.0,1877.0,288.0,1920.0,256.0,2076.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1140.0,1891.0,450.0,1848.0,445.0,1877.0,445.0,1848.0,90.0,,,1422.0,315.0,2218.0,193.0,2204.0,193.0,1863.0,418.0,1877.0,121.0,,,1934.0,90.0,,,,,1820.0,432.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1155.0,1607.0,423.0,1664.0,418.0,1692.0,414.0,1749.0,405.0,1763.0,400.0,1635.0,418.0,,,2204.0,198.0,,,,,,,1863.0,94.0,,,,,1806.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1170.0,1763.0,490.0,1706.0,499.0,1720.0,508.0,1820.0,436.0,1806.0,450.0,1678.0,490.0,1678.0,490.0,1692.0,490.0,1678.0,517.0,,,1706.0,517.0,1649.0,513.0,,,2204.0,193.0,1678.0,508.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1185.0,1706.0,135.0,1706.0,504.0,1720.0,504.0,1749.0,495.0,1749.0,486.0,1706.0,499.0,1678.0,490.0,1664.0,495.0,1664.0,517.0,,,,,1649.0,513.0,,,2204.0,193.0,1678.0,508.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1200.0,1735.0,468.0,1379.0,139.0,1436.0,130.0,1365.0,99.0,1351.0,103.0,1336.0,139.0,1336.0,135.0,,,1493.0,171.0,1649.0,499.0,,,1436.0,175.0,1635.0,495.0,2218.0,193.0,1422.0,157.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1215.0,1493.0,513.0,1280.0,130.0,1251.0,139.0,1464.0,508.0,,,1322.0,126.0,1336.0,139.0,1422.0,508.0,1336.0,171.0,,,,,1379.0,94.0,,,2218.0,193.0,1436.0,504.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1230.0,1607.0,423.0,1664.0,418.0,1208.0,94.0,,,,,1166.0,103.0,1166.0,108.0,,,1294.0,103.0,,,,,1393.0,193.0,,,2218.0,193.0,1237.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1245.0,1052.0,378.0,1649.0,418.0,1237.0,90.0,1479.0,247.0,,,1152.0,108.0,1137.0,112.0,,,1294.0,108.0,,,,,1237.0,112.0,,,,,1208.0,108.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1260.0,,,1408.0,94.0,1393.0,94.0,,,,,1379.0,94.0,,,2204.0,198.0,1237.0,355.0,,,,,1251.0,355.0,1265.0,319.0,2218.0,193.0,1436.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1275.0,,,1578.0,99.0,1564.0,99.0,1578.0,99.0,1507.0,526.0,1408.0,184.0,1365.0,234.0,2204.0,198.0,1692.0,202.0,,,,,1436.0,193.0,,,2218.0,193.0,1607.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1290.0,1820.0,468.0,1777.0,486.0,1706.0,94.0,,,,,1763.0,486.0,,,2204.0,198.0,,,1621.0,531.0,,,1521.0,535.0,,,2218.0,193.0,1720.0,495.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1305.0,1720.0,499.0,1763.0,490.0,1863.0,85.0,1991.0,342.0,,,1863.0,85.0,,,2204.0,198.0,1891.0,99.0,,,1891.0,490.0,1891.0,99.0,,,,,1820.0,495.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1320.0,1834.0,481.0,1664.0,418.0,2147.0,459.0,1749.0,495.0,1792.0,490.0,2119.0,477.0,2076.0,481.0,2048.0,481.0,2133.0,468.0,,,2090.0,477.0,2133.0,477.0,2076.0,481.0,2062.0,481.0,2119.0,468.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1335.0,,,1649.0,418.0,1948.0,220.0,1948.0,234.0,,,2161.0,94.0,2161.0,103.0,,,2261.0,103.0,2218.0,117.0,,,2232.0,99.0,,,,,2218.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1350.0,2161.0,472.0,2104.0,468.0,2147.0,468.0,2133.0,472.0,2119.0,477.0,2133.0,468.0,1692.0,234.0,2104.0,477.0,2062.0,481.0,2048.0,283.0,,,2247.0,99.0,,,,,2090.0,472.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1365.0,2318.0,450.0,2176.0,279.0,2048.0,216.0,2289.0,450.0,2275.0,445.0,1692.0,414.0,2076.0,279.0,2104.0,256.0,2190.0,445.0,2375.0,292.0,2119.0,432.0,2176.0,436.0,2133.0,436.0,2119.0,432.0,2232.0,436.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1380.0,2204.0,450.0,2161.0,436.0,2176.0,441.0,2389.0,279.0,2161.0,441.0,2147.0,436.0,1692.0,166.0,,,2247.0,90.0,2275.0,117.0,2261.0,409.0,2275.0,85.0,,,,,2289.0,103.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1395.0,,,1735.0,405.0,2275.0,94.0,2275.0,90.0,,,1749.0,400.0,1692.0,166.0,,,2332.0,94.0,,,,,2360.0,94.0,,,,,2318.0,99.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1410.0,2261.0,432.0,2204.0,427.0,2204.0,423.0,2176.0,441.0,2218.0,436.0,2204.0,423.0,2190.0,427.0,2218.0,436.0,2176.0,445.0,2204.0,441.0,,,2147.0,441.0,2204.0,441.0,,,2190.0,436.0,symptom
